1,980,CE-2,640,7
2,55,CM-1830,2770,3
2,59,CM-1830A,2770,3
2,56,CP-183,1390,3
2,60,CP-183A,1390,3
2,949,CPEV092P,52,6
2,1328,CSR7D-P,1200,3
2,1328,CSR7DP,1200,3
2,98,CTSG,500,3
2,98,CTSG,500,3
1,927,CV235,119,6
2,951,CV24,132,6
1,928,CV255,180,6
35,1259,CV30,2436,4
2,929,CV354,235,6
1,930,CV355,239,6
1,931,CV42,145,6
1,944,CV435,219,6
1,932,CV455,284,6
1,933,CV48,396,6
2,934,CV554,270,6
2,1547,CV84,345,6
1,946,CVD14,376,6
2,194,CVMFLB,100,5
1,935,CVT100,3103,6
1,936,CVT14,420,6
2,936,CVT14,420,6
1,937,CVT22,705,6
2,937,CVT22,630,6
35,1261,CVT30,5812,4
1,938,CVT38,1194,6
2,938,CVT38,1190,6
1,939,CVT60,1671,6
2,301,D1,798,4
1,340,DA224SRH,518,6
1,344,DA424K,580,3
1,345,DA430K,770,3
1,346,DA524K,620,3
1,347,DA530K,830,3
2,348,DAE2420E,60,3
2,24,DBF-3717NW,4200,2
2,728,DC-2831Z,80,3
2,729,DC-36Z,80,3
2,730,DC-42Z,90,3
1,731,DC-54Z,100,3
2,732,DCF-100F,530,3
2,733,DCF-30F,270,3
2,734,DCF-40F,300,3
2,735,DCF-50F,376,3
2,25,DCL-33294E,2700,2
1,981,DDE89C,295,3
2,16,DDL-001YW,1800,2
2,15,DDL-002YW,1800,2
2,17,DDL-4484YW,2300,2
2,1119,DF1C,36,3
2,1119,DF1C,36,3
2,1103,DF2C,40,3
1,349,DFZ1136,225,3
1,350,DFZ1336,725,3
1,351,DFZ136W,970,3
1,352,DFZ1922K1,700,3
1,353,DFZ1928K1,980,3
1,354,DFZ236W,760,3
2,1116,DG1,173,3
35,1116,DG1,170,3
2,1116,DG1,160,3
2,1097,DG2,190,3
2,1091,DHNW3,280,7
2,90,DHQ14,1820,3
2,1118,DHUB,36,3
2,1093,DHUKW3,110,3
2,1104,DIRO2,470,3
35,1263,DL1,430,3
2,1102,DL2,501,3
2,6,DOL-3765XB,3920,2
2,7,DP-36318,630,3
2,23,DP-36319,500,3
2,8,DP-36321,110,3
2,22,DP-36322,85,3
2,1034,DP-36324,440,3
2,21,DP-36325,345,3
1,21,DP-36325,345,3
2,1033,DP-36330,1980,3
1,28,DP-36483,3200,4
2,28,DP-36483,3200,4
1,30,DP-37281,5680,3
2,9,DP-38669Y,6000,3
2,19,DP-54878,1000,4
2,1115,DP1,1300,4
35,1115,DP1,1377,4
2,1100,DP2,1620,4
2,1094,DPF1,350,4
1,10,DPN-37893,5500,2
1,27,DPN-38179Y,7740,2
35,1264,DPY1-W3,127,3
2,1264,DPY1-W3,120,3
2,1271,DPY2W3,150,3
2,1085,DS0025,6400,3
1,5,DS40SEW-CMB,27200,2
1,355,DS49150K,840,3
2,68,DSH-14,3680,14
2,69,DSH-14-20V,85,3
2,81,DSH-14C,85,3
2,88,DSH-14H,75,3
2,18,DSL-1696XWE,2200,2
2,26,DSL-1697XWE,2300,2
1,29,DSL-3877XW,2800,2
35,1262,DT1,477,3
2,1095,DT2,550,3
2,1099,DU2,170,3
2,358,DU5140PV,3260,3
1,359,DU5142PV,3502,3
2,359,DU5142PV,3321,3
2,362,DU7749,4530,3
2,1022,DUB1202,980,3
2,1020,DUB2101,4820,3
2,1021,DUB2103,1610,3
2,1322,DUM1888K,5300,3
2,1337,DUM4888K,6900,3
2,1336,DUM9101KD,2110,3
2,1335,DUM9201KD,2500,3
2,1198,DV143,560,6
2,1024,DVF-14MRK8,9070,2
2,201,DVF-T14CLX,6480,2
2,216,DVFR32,455,4
2,1199,DVR14,710,4
2,1114,DW819K,460,4
2,1070,DW825K,620,4
1,110,DWH-A,195,3
2,12,DWP-51967RP,110,3
2,1096,DX2,680,3
1,363,DZA100KW,808,4
2,363,DZA100KW,910,4
2,364,DZA100W,738,4
1,364,DZA100W,723,4
1,365,DZA102KW,896,4
1,366,DZA102W,808,4
2,367,DZA111W,39,3
1,367,DZA111W,37,3
2,368,DZA117W,49,3
1,368,DZA117W,39,3
2,369,DZA145W,505,3
1,369,DZA145W,359,3
2,372,DZA161W,481,3
1,372,DZA161W,462,3
1,373,DZA177W,188,4
1,374,DZB200KW,1736,4
2,374,DZB200KW,2170,4
1,375,DZB211W,66,3
2,375,DZB211W,65,3
2,376,DZB217W,70,3
2,377,DZB220W,270,3
1,379,DZB245W,608,3
2,1491,DZB261KW,650,3
1,380,DZB262W,692,3
2,1288,DZB265KW,500,3
1,381,DZB277W,320,4
2,382,EA5501,9200,3
2,1117,EC1,27,3
2,1274,EC2,29,3
2,1098,ECW1,120,3
35,1098,ECW1,113,3
1,383,EFG15EL10H2,1320,4
2,1187,EZ4542,8000,2
2,1185,EZ7940XH,16500,2
2,1186,EZ9L45,11500,3
4,982,F-5-2B2,379,3
4,1008,F-FSN-B2,408,3
2,1348,F-LA401-H,18700,2
2,1349,F-ZL1RW,1500,2
1,105,F13/W,1920,4
2,1405,F5/W,340,3
2,1405,F5/W,340,3
2,389,FA21021ZGM,1230,2
2,208,FBC30172RA,1155,2
2,983,FC,1500,14
2,983,FC,1680,14
2,736,FEB-50A,270,3
2,737,FEB-80A,470,3
2,738,FEC-30,418,3
1,739,FEGP-30,486,3
1,740,FEGP-40D,801,3
2,741,FEK-100,1930,3
2,742,FEK-30,522,3
2,743,FEK-40,590,3
1,744,FEK-50,747,3
1,745,FEP-100,563,6
1,746,FEP-30,178,6
1,747,FEP-40,225,6
2,747,FEP-40,220,6
1,748,FEP-50,234,6
1,749,FEP-80,412,6
2,1383,FEP30,200,6
2,1295,FEP65,320,3
2,876,FEVE-30D,640,3
1,750,FEVE-50,611,3
2,750,FEVE-50,580,3
2,1225,FG4PL,112,3
2,885,FH-1KH,1650,13
2,390,FHF32EXLH,590,4
2,713,FHF32EXNH,550,4
1,391,FK10000,980,5
2,391,FK10000,980,5
1,392,FLR110HWA100,810,4
2,1006,FLR25T6W,704,4
2,393,FLR40SDMX36,260,4
1,681,FM-30,265,3
1,682,FM-40,300,3
2,213,FMB-2-326225R,4400,3
2,1191,FMB2326225R,4400,3
35,1255,FP-5,119,3
2,698,FP5,115,3
2,394,FSA41038FVPN9,3031,2
1,397,FSL32T6W,720,4
2,397,FSL32T6W,704,4
2,100,FUN2B,180,3
2,102,FUN3B,300,3
1,399,FY-08PT8,4005,2
2,399,FY-08PT8,4005,2
2,400,FY-13PD8D-W,4150,2
2,401,FY-17C6U,5520,2
1,402,FY-17C7,6000,2
2,402,FY-17C7,5200,2
2,403,FY-17J7/56,5920,2
2,1291,FY-18CE2,5760,2
1,404,FY24C7,7120,2
2,404,FY24C7,6480,2
2,405,FY-25GSU3,10500,2
2,1332,FY27C7,10500,2
2,406,FY-30AF5,8325,2
2,407,FY-32C7,13440,2
2,408,FY-32CG7,15300,2
2,409,FY-32CSD7,12800,2
2,1329,FY-32SG7,15000,2
2,410,FY-GAS253,2300,3
1,411,FY-HDS20,1760,3
1,412,FY-HDS30,2684,3
2,413,FY-HMS253,5200,3
2,414,FY-NRM253,2500,3
2,1276,FY17C7,5500,2
2,1471,FY25P5,4900,2
2,1466,FY27CK7,11600,2
2,415,FZ32295915SS,8500,3
2,416,FZ32295992,6120,3
2,1236,FZ32295992M,6120,3
1,417,FZ40423594SW,6400,3
1,709,G22P,1330,4
1,710,G28P,1780,4
1,711,G36P,1980,4
2,683,GB51,120,3
2,1183,GE103CA3P75AF100,9200,3
2,1251,GE52C2P30A,3800,3
2,1292,GE52C2P50A,4000,3
2,227,GE53C3P30A,4050,3
2,256,GE53C3P40A,4700,3
2,1165,GE53C3P50A,5500,3
2,1125,GE53C3P50AF100,5500,3
2,228,GE53C3P7.4A,4050,3
2,229,GE53CPS3P30AF30,5500,3
2,1200,GE63C3P60AF30,5500,3
2,1084,GK58N3P30A,6410,3
2,984,GLB6G+STD3,9200,3
2,230,GP31CJ2P30AF30,1350,3
2,1234,GP322P30AF30,2500,3
2,1404,GS7,2380,3
2,158,H2F-DF,3385,3
2,1151,HCB13E4-102,14700,15
2,231,HCB13E5-102,12360,15
2,253,HCB13E5-140,13212,15
2,1380,HCB13E5164,19700,15
2,232,HCB13E5-182,16000,15
2,260,HCB13E5-222,20580,15
2,1015,HCB13E5-62,9500,15
2,1309,HCB13E5122,16450,15
2,233,HCB13E6-182,15660,15
2,265,HCB13E6-324,34200,15
2,1216,HCB13E6102,15000,15
2,250,HCB3E10-324,34990,15
2,1019,HCB3E4-142,15820,15
2,1246,HCB3E5-142,15820,15
2,263,HCB3E5-84,12000,15
2,1454,HCB3E5124,14800,15
2,1124,HCB3E6-204,19800,15
2,251,HCB3E7204,22500,15
1,42,HD-74-B2,1300,3
2,43,HD-74L-B2,1600,3
2,165,HDM10E-EQ,4730,4
34,54,HDMI-100G3,2671,4
2,85,HF-50-I,320,8
2,94,HF-50-K,345,8
2,418,HF400X,2318,4
2,1286,HITC1A351,6840,3
2,1290,HP095P,98,6
1,196,HQBL-S2,11000,3
1,109,HRF300X,2320,4
2,1226,HSAT31,2400,15
1,111,IBT208,330,4
2,111,IBT208,310,4
1,112,IBT212,380,4
2,112,IBT212,310,4
1,114,IBT308,460,4
1,985,IJ38,627,6
2,945,IV14G,183,6
2,956,IV16G,22,6
2,940,IV20G,34,6
2,952,IV55G,65,6
2,1307,IV8G,85,6
1,4,IZA250-LZ,38400,2
1,419,JD110V85WNPE,850,3
2,420,JDR110V65WKM7E11,1750,3
1,960,K-20FX,990,3
2,961,K-30FX,1485,3
1,106,K0/W-L14,1160,2
2,1372,KAG2502SB,710,3
1,986,KG-024,17,4
1,987,KONOJI,215,3
2,312,KS-65,130,3
2,1181,KTG,210,3
2,20,L-7007,1620,4
2,13,L-7030,2900,4
2,1032,L-7031,4350,4
2,421,LB91630,13000,2
2,139,LC 211,5320,3
2,139,LC 211,5320,3
2,135,LD 0212,1755,4
2,136,LD 0231,567,3
2,137,LD 0232,100,3
2,1283,LD0231,600,3
2,1284,LD0232,100,3
2,422,LDA10L-G/Z60/W,1610,3
1,423,LDA5LE17CW,2600,4
2,424,LDA8L-G-E17/Z60/S/W,3200,3
2,108,LDR16N-H/W850,10200,4
2,1402,LDR33N-H/E39W750,15300,3
2,212,LDR6L-W-E11,2645,3
2,209,LEDD85021LS,1800,2
2,1197,LF2,33,3
2,1197,LF2,32,3
2,1304,LF3,35,3
2,425,LGBZ2117,24500,2
2,1010,LI100,1570,4
2,1009,LI200,5300,4
2,1365,LR6XJ,64,4
2,1184,LST-RB910S,79000,2
7,962,LX-10,6310,3
2,1177,M11,570,3
2,692,M12KMS,572,8
2,703,M182Z,927,4
1,210,M400ヌ-J2/BD-PS,5760,4
2,1215,M9,570,3
2,685,MA3012,432,3
2,46,MC0002C,1890,3
1,963,MD-56,7750,4
2,1003,ME2920,450,3
2,879,MEC-28,600,3
2,880,MEC-28A,600,3
2,1202,MEC-36J,940,3
1,752,MEC-54,2399,3
2,426,MF400ヌ/BU-P,5080,4
2,754,MFCD16,1300,10
2,913,MFCD22,2000,10
2,1456,MFCD28,1650,10
1,755,MFD-28,5130,10
2,756,MFS-16,2350,10
1,757,MFS-22,3375,10
2,757,MFS-22,3800,10
2,758,MFS28,2500,10
1,758,MFS-28,2880,10
2,1241,MFS16,2500,10
2,1386,MFS22,3800,10
2,1138,MFS22K,5040,10
2,759,MFSC-16G,32.5,3
2,813,MFSC-22G,44,3
2,760,MFSK-16G,45,3
2,761,MFSK22G,50,3
2,762,MFSK28G,107,3
2,1214,MFSK16GS,40,3
2,1140,MFSK22GK,56,3
2,845,MFSVE-16G,52,3
2,763,MFSVE-22G,48,3
2,763,MFSVE-22G,46,3
2,764,MFSVE-28G,85,3
2,1526,MGR3207,980,4
2,1179,MGS14,120,4
2,660,MGS8,160,4
2,1180,MGT14,120,4
2,181,MJH808S,3580,7
2,1529,ML2MSH,2300,3
2,823,MLC-2J,65,3
5,889,MLE-1J,95,3
5,888,MLI-1J,95,3
1,765,MLI-1W,60,3
5,831,MLI-2J,100,3
5,887,MLM-1J,95,3
1,766,MLM-1W,60,3
2,822,MLM-2J,65,3
5,822,MLM-2J,100,3
2,1219,MMB300,500,5
2,1544,MMB450,970,5
2,659,MP588,49,3
2,824,MSB-1J,185,3
2,816,MSB-1M,220,3
1,767,MSB-1W,248,3
5,767,MSB-1W,348,3
35,767,MSB-1W,310,3
2,817,MSB-2M,550,3
1,768,MSB-2W,595,3
5,768,MSB-2W,728,3
2,1475,MSB3YW,900,3
2,36,MSB425,4520,3
2,686,MSFBA12,230,3
2,1516,MSFBA13,230,3
2,1250,MSFBA16,230,3
2,1146,MSFBA1W,200,3
2,687,MSFBA22,635,3
2,1148,MSFBF32,1050,3
2,1238,MSFM11,90,4
2,688,MSFM12,90,4
2,691,MSFM13,109,4
2,1366,MSFM16,90,4
2,689,MSFM22,137.5,4
2,693,MSFM26,110,4
2,1144,MSFM2W,90,4
2,1144,MSFM2W,93,4
2,690,MSFM4W,220,4
2,1378,MSFME13,48,3
2,1367,MSFME16,48,3
2,1275,MSFME22,50,3
2,695,MSFME26,62,3
2,1388,MSFMM16,50,3
2,694,MSFMM26,62,3
2,1173,MSJ14,90,6
2,661,MSJ8,70,6
2,1178,MSM,70,3
1,712,MSO-N11,2500,3
2,1469,MSZGV285WIN,23233,2
2,862,MTKS-BP3,13200,14
2,769,MTV-82,650,3
2,1470,MUCZG285,34767,2
2,161,MUF 20 141,2610,3
2,162,MUF251,3410,3
1,52,MV-P370M,13650,3
1,1013,MVVS0752,63,6
2,699,MXHCWD,2750,3
1,159,MY2 AC200/220,610,3
2,44,MZ-120,410,4
2,872,N-22,133,4
2,835,N-22J,120,4
2,770,N-22LB,145,4
2,881,N-28,245,4
2,771,N28J,280,4
1,771,N-28J,315,4
2,1326,N-28K,560,3
2,883,N-36J,385,4
2,882,N-54,910,4
2,1347,N-54J,1040,4
2,1289,N16J,104,4
2,1308,N22J,152,4
2,1112,NC019M,46,3
35,1257,NCS2P2E20S,693,3
2,427,NDNN77525LZ9,24500,2
2,234,NE103CA3P60A,5175,3
2,235,NE103CA3P75A,5175,3
2,261,NE52C2P30A,1230,3
2,257,NE53C3P15A,1750,3
2,236,NE53C3P20A,1850,3
1,236,NE53C3P20A,1750,3
2,264,NE53C3P30A,1880,2
2,262,NE53C3P40A,2610,3
2,259,NE53C3P50A,2440,3
1,259,NE53C3P50A,1750,3
2,1174,NEKASE,1200,3
2,170,NH,37,3
2,1110,NK019C,57,3
2,1170,NK108NA3P100A,8330,3
2,1109,NK1911S,360,3
2,1072,NK2511S,450,3
2,1233,NK251SS,550,3
2,1232,NLB025S,360,3
2,222,NM09S,300,4
2,1107,NM191S,320,3
2,1108,NM19LS,360,3
1,65,NPAT-11T,8800,13
2,429,NR3160,819,3
2,430,NR3160W,819,3
2,431,NR3170,954,3
2,221,NSF900,210,4
1,66,NSPT-22/38,49000,13
2,180,NSW420,1400,4
2,988,NTP23J18,7700,8
2,1401,OAB12-33C,6200,15
2,118,OAG-C5 200A,69000,2
2,143,OB 055 124,1443,2
2,147,OB 055 251,2160,2
1,146,OB 071 376LD,5120,2
1,122,OB 080 958LD,4200,2
2,140,OB 080 961LD,4290,2
2,149,OB 255 035S,5240,2
2,267,OB891,300,4
1,123,OD 261 016,1840,2
1,125,OD 261 344S,3680,2
2,141,OD 261 718,2700,2
2,126,OD261210,1350,2
2,867,OF-11P,65,3
2,909,OF-12P-F,75,3
2,910,OF-12P2-F,75,3
1,1014,OF-MA-3XP4-1,3366,3
2,1311,OF11P,75,3
2,1310,OF12P,75,3
2,1296,OF12P2,75,3
2,1297,OFL12P2F,112,3
1,127,OG 041 724LD,9920,2
2,144,OG 220 353,2392,2
2,153,OK-4,500,14
2,155,OK-6,500,14
2,1068,OK-6W,500,14
2,156,OK-8,500,14
2,157,OK2,500,3
2,152,OK3,500,14
2,154,OK5,500,14
2,1069,OK8W,500,14
2,150,OL 011 028,2860,2
1,128,OL 013 375LD,3312,2
1,129,OL 251 324,13600,2
2,151,OL 251 337NS,7600,2
1,130,OL 251 385LD,7800,2
1,131,OL 251 526,15600,2
1,132,OL 251 602N,12000,2
2,1157,OL251360S,2580,2
2,1157,OL251360S,2400,2
2,249,OMS-21B,29700,15
2,249,OMS-21B,34000,15
2,238,OMS-22B,35600,15
2,827,OP10-2J,3150,4
2,239,OP12-1525BA,600,3
2,1043,OP16-353BA,2550,3
2,254,OP16-44A,3100,3
2,240,OP18-43BA,2775,3
2,241,OP20-65BA,7000,3
2,241,OP20-65BA,8200,3
2,1168,OP2065A,8200,3
1,772,OP3-G,468,4
2,773,OP4-2A,1120,4
2,825,OP4-2J,1000,4
35,1256,OP5-2LB,1470,4
2,826,OP8-2J,1800,4
2,830,OPB-LJ,390,3
2,828,OPT-10J,420,3
2,829,OPU-10J,430,3
1,242,ORB20-56,17570,15
1,145,OS 047 291ND,4280,2
1,134,OS 256 047LD,7200,2
2,14,OSD39067Y,2580,2
1,133,OW 269 026ND,5920,2
2,1285,OX9603,4000,2
2,252,P20-65A,5900,3
2,1128,P2046A,5400,3
2,1247,P2065A,6950,3
2,668,P22003,6420,3
2,669,P22232,80,3
2,670,P22233,70,3
2,671,P22234,240,3
2,667,P29521,3990,13
1,50,PA-M30,27300,2
2,309,PB400-K,1600,3
1,163,PBSH222F,580,3
2,61,PC-3WR,8100,2
2,1321,PC2320,7200,8
2,255,PCM-5A,1350,13
2,207,PD-45-530BW,36700,4
2,1229,PH1,41,3
1,989,PLT100,112,7
2,989,PLT100,112,7
1,243,PM-323,6100,13
2,57,PM-660,5040,3
5,886,PML-1JT,158,4
1,774,PML-1W,80,4
2,820,PML-2J,85,4
1,775,PML-2W,115,4
5,775,PML-2W,139,4
5,868,PML-2WT,205,4
2,821,PML-5J,330,4
1,244,PN31TA2P20A,427,3
2,244,PN31TA2P20A,427,3
1,776,POB-2F,297,3
1,777,POW-135W,252,3
2,1248,POW105K,200,3
2,1476,POW135J,265,3
2,1242,POW150K,290,3
1,841,POWF-1812TLB,702,3
1,51,PS-C51,8775,3
1,53,PU-21,1625,3
2,1235,PVF-16J,50,3
2,864,PVF-16T,43,3
2,911,PVF-22J,67,3
2,895,PVF28J,112,3
2,838,PVF-42K,215,3
2,1346,PVF-54J,420,3
2,973,PVF36J,180,3
2,778,PVK-ANJ,240,3
35,778,PVK-ANJ,333,3
2,779,PVK-ANLB,300,3
4,869,PVK-AOJ,331,3
2,781,PVK-BLNJ,640,3
2,782,PVK-BNJ,330,3
2,969,PVKANJ,330,3
2,1398,PVM16-1KJ,230,3
2,1400,PVM16-2LKJ,230,3
2,1399,PVM16-2SKJ,230,3
2,1194,PVM163KJ,232,3
1,783,PVP-2015BJ,2320,3
2,1343,PVP-300BFJ,1650,5
1,784,PVP-3020BJ,4950,3
2,784,PVP-3020BJ,4500,3
2,1342,PVP-3020J,6000,3
2,785,PVP-4030BJ,15300,3
1,786,PVP-4030J,11320,3
2,1041,PVP150BFJ,670,5
2,1209,PVP1510J,980,3
2,819,PVR-28TJ,1450,3
2,1448,PVR0YJ,350,3
2,787,PVR161J,250,3
1,788,PVR16-2J,248,3
2,788,PVR162J,248,3
2,789,PVR16-BC1J,286,3
2,1048,PVR161M,310,3
2,892,PVR22-2,333,3
2,1301,PVR221-T,350,3
2,790,PVR221J,350,3
2,1212,PVR222J,352,3
2,791,PYP100J4,1435,4
2,848,PYPC-150J,810,3
2,1161,R146S,28,3
2,1081,R148,26,3
2,1162,R148S,28,3
2,1082,R226,45,3
2,1163,R226S,45,3
2,1472,R26,10,3
35,1254,R555,6,3
2,1254,R555,9,3
2,1160,R556,10,3
2,1205,R86,14,3
2,1302,R88,15,3
2,1316,RACAJ22E,22000,2
2,666,RACAJ25D,29400,2
2,664,RACAJ40D2,43800,2
2,677,RAS-AJ28D(W),49000,2
2,1031,RAS-AJ28EW,48000,2
2,675,RAS-AJ36E(W),69000,2
2,674,RAS-AJ56E2W,98000,2
2,676,RAS-V25E(W),80000,2
2,1030,RAS-V36EW,95000,2
2,1315,RASAJ22EW,36000,2
2,665,RASAJ25DW,19600,2
2,663,RASAJ40D2W,29200,2
2,707,RB39S,2060,3
4,990,RBA412,159,3
2,310,RE-100J-BE,585,3
2,316,RE-100JK-BE,740,3
2,311,RE-150J,855,3
1,331,RLR-M2-(P),17300,3
2,1004,RUCN,200,3
2,1279,RW-223PD,33000,12
6,662,RW-224PD,81778,2
4,991,S-1,2047,14
2,673,S-100EB3P100A,7200,3
5,843,S-14J,18,3
2,792,S-16J,14,3
2,865,S-16T,14,3
2,873,S-22,20,3
2,793,S-22LB,25,3
2,832,S-28J,25.5,3
2,884,S-36J,32,3
2,1040,S-42J,50,3
2,839,S-42K,45,3
2,794,S-82,180,3
2,1403,S0/W-L14,2380,3
2,1267,S019,6,3
2,1073,S025,9,3
2,1193,S16J,16,3
2,1046,S16M,20,3
2,815,S22J,23,3
2,915,S28J,27,3
1,678,S5CFB-GY,40,6
2,187,S5CFBB,39,6
2,186,S5CFBGY,41,6
1,40,SA-LED1500A,5850,2
2,922,SAL-2500-W40,800,4
1,992,SB-20,3400,8
2,992,SB-20,2000,8
2,896,SB-3W,500,3
2,896,SB-3W,430,3
2,704,SB13S,1520,3
2,1330,SBE25,110,3
2,313,SBL1Y,3000,4
2,795,SBO,45,3
1,796,SBP,125,3
2,796,SBP,125,3
2,1390,SBP-WY,440,3
2,897,SBP-Y,162,3
1,897,SBP-Y,125,3
2,1415,SBS,53,3
2,797,SBW,171,3
2,891,SBW-M,168,3
2,82,SC-77,475,3
2,1057,SC77W,525,3
2,1052,SCM77W,420,3
2,70,SD-100,1950,4
2,80,SD-77,1250,4
2,71,SD-77B,1250,4
2,1028,SD-77I,1250,4
2,91,SD-77K,1250,4
1,297,SD-D1,1040,4
2,298,SD-D2,1300,4
2,71,SD77B,1250,4
2,1028,SD77I,1250,4
2,1053,SD77W,1375,4
2,83,SE-77,180,3
2,72,SE-77B,180,3
2,1320,SE-77I,180,3
2,93,SE-77K,180,3
1,172,SE2P1E20S,420,3
2,72,SE77B,180,3
2,1320,SE77I,180,3
2,798,SF-16J,22,3
2,799,SF-22AJ,35,3
1,1396,SF-22J,35,3
2,1396,SF22J,31,3
2,1397,SF-77-500I,365,4
2,1142,SF22K,35,3
2,1035,SF36J,87,3
2,73,SF77500B,365,4
2,847,SFE-40,90,3
2,800,SFE-50,100,3
2,801,SFE-80,200,3
2,1303,SG1,210,3
1,993,SGP80A,10800,4
2,1460,SH33,4200,3
2,1549,SH42,5100,3
2,1172,SH9,42000,4
1,994,SHK-30,1350,3
2,432,SHK32127,5800,3
2,433,SHK32427,6000,3
2,434,SHK32427Y,6240,3
2,435,SHK32717,6200,3
2,74,SJ-77B,155,3
2,96,SJ-77K,155,3
2,74,SJ77B,155,3
2,1319,SJ77I,155,3
2,75,SK-100,900,3
2,76,SK-77B,475,3
2,95,SK-77K,475,3
2,76,SK77B,475,3
2,1029,SK77I,475,3
2,1059,SK77W,525,3
2,116,SLS-1C,70,3
