A1644,1
A1645,1
A1646,1
A1647,1
A1648,1
A1649,1
A1650,1
A1651,1
A1652,1
A1653,754
A1654,755
A1655,757
A1656,753
A1657,753
A1658,1
A1659,1
A1660,1
A1661,1
A1662,1
A1663,1
A1664,1
A1665,1
A1666,1
A1667,1
A1668,1
A1669,1
A1671,1
A1673,1
A1674,1
A1675,1
A1676,1
A1677,1
A1679,1
A1680,1
A1681,1
A1682,1
A1683,1
A1685,772
A1686,770
A1687,1
A1688,1
A1689,772
A1690,775
A1691,773
A1692,719
A1693,758
A1694,776
A1695,776
A1696,719
A1697,1
A1698,799
A1699,1
B1401,1
B1402,1
B1403,1
B1404,1
B1405,1
B1406,1
B1407,1
B1408,1
B1409,1
B1410,1
B1411,1
B1412,1
B1413,1
B1414,1
B1415,1
B1416,1
B1417,1
B1418,1
B1419,1
B1420,1
B1421,1
B1422,1
B1423,1
B1424,1
B1425,1
B1426,1
B1427,1
B1428,1
B1429,1
B1430,1
B1431,1
B1432,1
B1433,1
B1434,1
B1435,1
B1436,1
B1437,1
B1438,1
B1439,1
B1440,1
B1441,1
B1442,1
B1443,1
B1444,1
B1445,1
B1446,1
B1447,1
B1448,1
B1449,1
B1450,1
B1451,1
B1452,1
B1453,1
B1454,1
B1455,1
B1456,1
B1457,1
B1458,1
B1459,1
B1460,1
B1461,1
B1462,1
B1463,1
B1464,1
B1465,1
B1466,1
B1467,1
B1468,1
B1469,1
B1470,1
B1501,1
B1502,1
B1503,1
B1504,1
B1505,1
B1506,1
B1507,1
B1508,1
B1509,1
B1510,1
B1512,1
B1513,1
B1514,1
B1515,1
B1516,1
B1517,1
B1518,1
B1519,1
B1520,1
B1521,1
B1522,1
B1523,1
B1524,1
B1525,1
B1526,1
B1527,1
B1528,1
B1529,1
B1530,1
B1531,1
B1532,1
B1533,1
B1534,1
B1535,1
B1536,1
B1537,1
B1538,1
B1539,1
B1540,1
B1541,1
B1543,1
B1544,1
B1545,1
B1546,1
B1547,1
B1548,1
B1549,1
B1550,1
B1551,1
B1552,1
B1553,1
B1554,1
B1556,1
B1557,1
B1559,1
B1560,1
B1561,1
B1562,1
B1563,1
B1564,1
B1565,1
B1566,1
B1567,1
B1568,1
B1569,1
B1570,1
B1572,1
B1573,1
B1574,1
B1575,1
B1576,1
B1577,1
B1578,1
B1579,1
B1580,1
B1581,1
B1582,1
B1583,1
B1584,1
B1585,1
B1586,1
B1587,1
B1588,1
B1589,1
B1590,1
B1591,1
B1592,1
B1593,1
B1594,1
B1595,1
B1596,1
B1597,1
B1598,1
B1599,1
B1601,1
B1602,1
B1603,1
B1604,788
B1605,789
B1607,794
B1608,803
B1609,802
B1610,801
B1611,787
B1612,804
B1613,796
B1614,798
B1615,797
B1616,805
B1617,811
B1618,806
B1619,807
B1620,792
B1621,814
B1622,815
B1623,817
B1624,802
B1625,801
B1626,803
B1627,807
B1628,802
B1629,822
B1630,820
B1631,821
B1632,819
B1633,812
B1634,837
B1635,800
B1636,824
B1637,1
B1638,1
B1639,827
B1640,836
B1641,832
B1642,833
B1643,822
B1644,835
B1645,839
B1646,841
B1647,842
B1648,825
B1649,831
B1650,840
B1651,838
B1652,844
B1653,847
B1654,786
C1501,1
C1502,1
C1503,1
C1504,1
C1505,1
C1506,1
C1507,1
C1508,1
C1509,1
C1510,1
C1511,1
C1512,1
C1513,1
C1514,1
C1515,1
C1516,1
C1517,1
C1518,1
C1519,1
C1520,1
C1521,1
C1522,1
C1523,1
C1524,1
C1525,1
C1526,1
C1527,1
C1529,1
C1531,1
C1532,1
C1533,1
C1535,1
C1536,1
C1537,1
C1538,1
C1539,1
C1540,1
C1541,1
C1542,1
C1543,1
C1544,1
C1545,1
C1546,1
C1547,1
C1548,1
C1549,1
C1550,1
C1551,1
C1552,1
C1553,1
C1554,1
C1555,1
C1556,1
C1557,1
C1558,1
C1559,1
C1560,1
C1561,1
C1562,1
C1563,1
C1564,1
C1565,1
C1566,1
C1567,1
C1568,1
C1569,1
C1570,1
C1571,1
C1572,1
C1573,1
C1574,1
C1575,1
C1576,1
C1577,1
C1578,1
C1579,1
C1580,1
C1581,1
C1582,1
C1583,1
C1584,1
C1585,1
C1586,1
C1587,1
C1588,1
C1589,1
C1590,1
C1591,1
C1592,1
C1593,1
C1594,1
C1595,1
C1596,1
C1597,1
C1598,1
C1599,1
D1501,1
D1502,1
D1504,1
D1505,1
D1506,1
D1507,1
D1508,1
D1509,1
D1510,1
D1511,1
M1601,1
M1602,1
M1603,1
M1604,1
M1605,1
M1606,1
M1607,1
M1608,1
M1609,1
O1601,1
O1602,1
T1401,1
T1402,1
T1501,1
T1502,1
T1503,1
T1504,1
T1505,1
T1506,1
T1507,1
T1508,1
T1509,1
T1510,1
T1511,1
T1587,1
T1601,1
T1602,1
T1603,1
T1604,1
T1605,714
T1606,714
T1607,714
T1608,714
T1609,1
T1610,714
T1611,714
T1612,1
,1
